,season_end,player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,Pos_y,Age_y,Tm_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blnk,OWS,DWS,WS,WS/48,blnk2,OBPM,DBPM,BPM,VORP
3516,1997,Latrell Sprewell,SG,26,GSW,80,79,41.9,8.1,18.1,.449,1.8,5.2,.354,6.3,12.9,.488,.500,6.2,7.3,.843,0.7,3.9,4.6,6.3,1.7,0.6,4.0,1.9,24.2,SG,26,GSW,80,3353,19.7,.570,.287,.405,2.1,10.9,6.5,27.0,2.1,1.0,15.9,26.9,,7.0,1.1,8.1,.115,,3.8,-1.2,2.6,3.9
3517,1997,Jerry Stackhouse,SG,22,PHI,81,81,39.1,6.6,16.1,.407,1.3,4.2,.298,5.3,11.9,.446,.446,6.3,8.2,.766,1.9,2.2,4.2,3.1,1.1,0.8,3.9,2.7,20.7,SG,22,PHI,81,3166,14.1,.524,.261,.510,5.2,6.4,5.8,13.5,1.5,1.4,16.5,25.6,,1.9,0.2,2.1,.032,,0.2,-2.2,-2.0,0.0
3518,1997,John Starks,SG,31,NYK,77,1,26.5,4.8,11.1,.431,1.9,5.3,.369,2.8,5.8,.488,.519,2.2,2.9,.769,0.5,2.2,2.7,2.8,1.2,0.1,2.1,2.5,13.8,SG,31,NYK,77,2042,15.9,.555,.475,.263,2.2,9.6,6.0,19.5,2.3,0.4,14.2,25.1,,2.5,3.3,5.8,.136,,2.2,-0.4,1.8,2.0
3519,1997,Matt Steigenga,SF,26,CHI,2,0,6.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.5,1.0,.500,0.0,1.5,1.5,1.0,0.5,0.5,1.0,0.5,1.5,SF,26,CHI,2,12,7.0,.307,.500,.500,0.0,27.8,14.1,22.3,4.4,6.3,29.1,25.6,,-0.1,0.0,0.0,-0.126,,-10.2,6.2,-4.0,0.0
3520,1997,Joe Stephens,PF,24,HOU,2,0,4.5,0.5,2.5,.200,0.5,1.5,.333,0.0,1.0,.000,.300,0.0,0.0,,1.0,0.5,1.5,0.0,1.5,0.0,1.5,1.5,1.5,PF,24,HOU,2,9,3.0,.300,.600,.000,27.1,12.3,19.3,0.0,17.5,0.0,37.5,40.5,,-0.1,0.0,-0.1,-0.308,,-12.5,5.1,-7.4,0.0
3521,1997,Larry Stewart,SF,28,SEA,70,21,14.0,1.6,3.6,.444,0.1,0.5,.243,1.5,3.1,.479,.462,1.0,1.3,.720,1.1,1.4,2.4,0.7,0.4,0.3,0.9,1.5,4.3,SF,28,SEA,70,982,10.8,.512,.147,.369,9.3,11.8,10.5,8.2,1.7,2.0,17.7,16.6,,0.3,1.2,1.6,.076,,-2.6,0.4,-2.2,0.0
3522,1997,Bryant Stith,SG,26,DEN,52,52,34.4,4.8,11.6,.416,1.3,3.5,.385,3.5,8.1,.430,.474,3.9,4.5,.863,1.4,2.8,4.2,2.6,1.2,0.4,1.9,2.3,14.9,SG,26,DEN,52,1788,14.4,.548,.302,.388,4.8,9.0,6.9,12.5,1.7,0.8,12.5,20.2,,2.5,0.5,3.0,.080,,1.1,-1.0,0.2,1.0
3523,1997,John Stockton,PG,34,UTA,82,82,35.3,5.1,9.3,.548,0.9,2.2,.422,4.1,7.1,.587,.598,3.4,4.0,.846,0.5,2.2,2.8,10.5,2.0,0.2,3.0,2.4,14.4,PG,34,UTA,82,2896,22.1,.656,.237,.428,2.1,7.4,4.9,46.0,3.1,0.4,21.6,18.4,,10.0,3.6,13.6,.226,,5.1,-1.2,3.9,4.3
3524,1997,Damon Stoudamire,PG,23,TOR,81,81,40.9,7.0,17.4,.401,2.2,6.1,.355,4.8,11.2,.426,.463,4.1,5.0,.823,1.1,3.0,4.1,8.8,1.5,0.2,3.6,2.0,20.2,PG,23,TOR,81,3311,18.1,.516,.353,.285,3.0,8.9,5.8,38.2,2.0,0.3,15.4,25.3,,5.8,1.8,7.6,.110,,3.4,-2.1,1.3,2.8
3525,1997,Erick Strickland,SG,23,DAL,28,15,27.1,3.6,9.1,.398,1.0,3.3,.304,2.6,5.9,.451,.453,2.3,2.9,.813,0.8,2.5,3.2,2.4,1.0,0.2,2.4,2.7,10.6,SG,23,DAL,28,759,11.0,.510,.359,.313,3.2,10.7,6.9,15.6,1.9,0.5,18.5,21.6,,-0.2,0.5,0.3,.017,,-1.7,-0.9,-2.6,-0.1
3526,1997,Mark Strickland,PF,26,MIA,31,0,4.9,0.8,1.9,.417,0.0,0.0,.000,0.8,1.9,.424,.417,0.4,0.7,.571,0.5,0.7,1.2,0.0,0.1,0.3,0.5,0.5,2.0,PF,26,MIA,31,153,11.1,.448,.017,.350,12.6,16.0,14.3,1.2,1.4,5.1,17.8,25.9,,-0.3,0.3,0.0,-0.003,,-8.7,-0.8,-9.5,-0.3
3527,1997,Rod Strickland,PG,30,WSB,82,81,36.5,6.3,13.5,.466,0.2,0.9,.169,6.1,12.5,.488,.472,4.5,6.1,.738,1.2,2.9,4.1,8.9,1.7,0.2,3.3,2.0,17.2,PG,30,WSB,82,2997,19.7,.533,.070,.450,3.8,9.2,6.5,38.1,2.5,0.3,16.9,23.9,,5.5,3.3,8.8,.141,,2.2,-0.3,1.9,2.9
3528,1997,Derek Strong,PF,28,ORL,82,21,24.4,3.2,7.1,.447,0.0,0.2,.000,3.2,7.0,.457,.447,2.1,2.7,.803,2.1,4.2,6.3,0.9,0.6,0.2,1.2,2.4,8.5,PF,28,ORL,82,2004,13.6,.513,.022,.372,9.9,20.7,15.2,6.2,1.3,0.8,13.0,18.0,,1.7,2.4,4.1,.099,,-2.6,-0.3,-2.8,-0.4
3529,1997,Bob Sura,SG,23,CLE,82,23,27.7,3.1,7.2,.431,0.6,2.0,.323,2.4,5.2,.473,.476,2.4,3.9,.614,0.9,2.8,3.8,4.8,1.1,0.4,2.2,2.7,9.2,SG,23,CLE,82,2269,14.8,.519,.279,.543,4.3,13.5,8.8,30.2,2.3,1.3,19.9,20.0,,1.6,3.7,5.2,.111,,-0.2,1.4,1.1,1.8
3530,1997,Brett Szabo,C,28,BOS,70,24,9.5,0.8,1.7,.446,0.0,0.0,.000,0.8,1.7,.450,.446,0.6,0.9,.738,0.8,1.6,2.4,0.2,0.2,0.5,0.6,1.7,2.2,C,28,BOS,70,662,8.8,.517,.008,.504,9.0,20.5,14.3,3.7,1.2,3.6,21.7,12.2,,0.0,0.5,0.4,.031,,-5.3,-0.1,-5.4,-0.6
3531,1997,Zan Tabak,C,26,TOR,13,4,16.8,2.5,5.5,.451,0.0,0.0,,2.5,5.5,.451,.451,1.5,2.2,.690,1.5,2.2,3.8,1.1,0.5,0.8,1.6,2.7,6.5,C,26,TOR,13,218,12.5,.501,.000,.408,10.4,16.1,13.2,11.0,1.5,4.0,20.0,21.5,,-0.1,0.2,0.1,.032,,-4.1,0.5,-3.6,-0.1
3532,1997,Carl Thomas,SG,27,CLE,19,0,4.1,0.5,1.3,.375,0.1,0.6,.167,0.4,0.6,.583,.417,0.1,0.1,1.000,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.4,1.1,SG,27,CLE,19,77,8.5,.430,.500,.042,5.0,17.2,11.0,18.4,1.5,1.2,19.7,19.8,,-0.1,0.1,0.0,.004,,-4.4,-0.2,-4.6,-0.1
3533,1997,Kurt Thomas,PF,24,MIA,18,9,20.8,2.2,5.8,.371,0.0,0.1,.000,2.2,5.8,.375,.371,1.9,2.6,.761,1.7,4.2,5.9,0.5,0.7,0.5,1.4,3.7,6.3,PF,24,MIA,18,374,9.5,.451,.010,.438,10.0,23.7,17.0,4.0,1.7,1.9,16.6,18.9,,-0.3,0.8,0.5,.070,,-6.2,1.2,-4.9,-0.3
3534,1997,Brooks Thompson,PG,26,TOT,67,6,15.7,2.4,6.1,.399,1.4,3.6,.398,1.0,2.4,.401,.518,0.4,0.6,.632,0.3,1.2,1.4,2.7,0.8,0.0,1.3,1.9,6.6,PG,26,TOT,67,1055,13.6,.526,.601,.094,2.0,8.3,5.2,29.3,2.7,0.1,17.1,21.6,,0.6,0.5,1.1,.051,,1.5,-2.6,-1.1,0.2
3535,1997,LaSalle Thompson,C,35,TOT,26,0,5.4,0.1,0.7,.158,0.0,0.0,,0.1,0.7,.158,.158,0.2,0.2,.667,0.3,1.0,1.3,0.1,0.1,0.2,0.3,1.3,0.4,C,35,TOT,26,140,-0.5,.231,.000,.316,5.9,21.9,14.0,2.0,1.1,2.9,29.4,9.9,,-0.4,0.2,-0.3,-0.086,,-10.9,-0.2,-11.1,-0.3
3536,1997,Otis Thorpe,C,34,DET,79,79,33.7,5.3,10.0,.532,0.0,0.0,.000,5.3,9.9,.534,.532,2.5,3.8,.653,2.9,5.0,7.9,1.7,0.7,0.2,1.8,3.8,13.1,C,34,DET,79,2661,16.1,.563,.003,.385,10.8,18.1,14.5,9.0,1.3,0.5,13.6,19.8,,4.5,3.4,7.9,.142,,0.4,0.5,0.9,1.9
3537,1997,Sedale Threatt,SG,35,HOU,21,0,15.9,1.3,3.5,.378,0.4,1.0,.400,1.0,2.6,.370,.432,0.3,0.4,.750,0.2,0.9,1.1,1.9,0.7,0.1,0.6,1.4,3.3,SG,35,HOU,21,334,8.5,.451,.270,.108,1.8,6.3,4.2,17.6,2.4,0.7,14.4,12.3,,0.1,0.4,0.4,.061,,-3.3,0.1,-3.1,-0.1
3538,1997,Wayman Tisdale,PF,32,PHO,53,15,14.7,3.0,7.0,.426,0.0,0.0,,3.0,7.0,.426,.426,0.6,0.9,.625,0.7,1.6,2.3,0.4,0.2,0.4,0.7,2.1,6.5,PF,32,PHO,53,778,8.8,.441,.000,.129,5.3,12.7,9.0,4.4,0.5,2.0,8.4,24.8,,-1.0,0.4,-0.6,-0.037,,-6.4,-3.1,-9.5,-1.5
3539,1997,Keith Tower,C,26,MIL,5,1,14.4,0.6,1.6,.375,0.0,0.0,,0.6,1.6,.375,.375,0.2,1.6,.125,0.4,1.4,1.8,0.2,0.4,0.2,0.4,2.4,1.4,C,26,MIL,5,72,0.6,.304,.000,1.000,3.4,11.8,7.6,2.0,1.5,1.0,14.8,8.7,,-0.1,0.1,-0.1,-0.054,,-6.8,0.1,-6.7,-0.1
3540,1997,Gary Trent,PF,22,POR,82,28,23.4,4.4,8.2,.536,0.0,0.1,.000,4.4,8.1,.544,.536,2.0,2.8,.699,1.9,3.3,5.2,1.1,0.6,0.4,1.6,2.3,10.8,PF,22,POR,82,1918,16.8,.569,.016,.340,9.9,16.3,13.2,8.0,1.3,1.4,14.3,21.2,,2.9,2.6,5.5,.139,,-0.4,0.1,-0.3,0.8
3541,1997,Nick Van Exel,PG,25,LAL,79,79,37.2,5.5,13.6,.402,2.2,5.9,.378,3.2,7.7,.420,.484,2.1,2.5,.825,0.6,2.3,2.9,8.5,0.9,0.1,2.7,1.4,15.3,PG,25,LAL,79,2937,16.0,.518,.435,.186,1.7,7.0,4.4,37.5,1.3,0.3,15.4,21.0,,5.0,2.2,7.2,.118,,2.3,-2.6,-0.3,1.2
3542,1997,David Vaughn,PF,23,ORL,35,6,8.5,0.9,2.1,.431,0.0,0.0,,0.9,2.1,.431,.431,0.5,0.9,.633,1.0,1.7,2.7,0.2,0.2,0.4,0.8,1.2,2.3,PF,23,ORL,35,298,10.3,.475,.000,.417,13.4,24.2,18.7,3.8,1.5,3.9,25.4,17.7,,-0.4,0.5,0.1,.019,,-6.8,0.8,-6.0,-0.3
3543,1997,Loy Vaught,PF,28,LAC,82,82,34.6,6.6,13.2,.500,0.0,0.1,.167,6.6,13.1,.504,.501,1.6,2.3,.702,2.7,7.3,10.0,1.3,1.0,0.3,1.7,2.9,14.9,PF,28,LAC,82,2838,16.6,.522,.011,.176,8.8,25.4,16.8,6.9,1.6,0.7,10.5,20.5,,2.9,3.4,6.3,.106,,-1.1,-0.2,-1.3,0.5
3544,1997,Stojko Vrankovic,C,33,MIN,53,35,14.5,1.5,2.6,.561,0.0,0.0,,1.5,2.6,.561,.561,0.5,0.7,.676,1.1,2.1,3.2,0.3,0.2,1.3,1.0,2.3,3.4,C,33,MIN,53,766,10.1,.583,.000,.266,8.9,17.0,13.0,2.9,0.7,6.6,25.1,12.4,,-0.1,0.9,0.9,.055,,-4.6,2.0,-2.6,-0.1
3545,1997,Antoine Walker,PF,20,BOS,82,68,36.2,7.0,16.5,.425,0.6,1.9,.327,6.4,14.6,.438,.445,2.8,4.5,.631,3.5,5.5,9.0,3.2,1.3,0.6,2.8,3.3,17.5,PF,20,BOS,82,2970,15.5,.474,.117,.270,10.4,19.0,14.4,15.3,1.8,1.3,13.2,25.2,,0.0,1.7,1.7,.027,,-0.7,-0.3,-1.0,0.8
3546,1997,Samaki Walker,PF,20,DAL,43,12,14.0,1.9,4.3,.444,0.0,0.0,.000,1.9,4.3,.446,.444,1.1,1.7,.649,1.1,2.3,3.4,0.4,0.3,0.5,0.9,1.7,5.0,PF,20,DAL,43,602,12.2,.487,.005,.396,8.9,19.6,14.2,4.9,1.3,2.9,15.1,19.7,,-0.2,0.7,0.5,.037,,-5.1,-0.3,-5.4,-0.5
3547,1997,Ben Wallace,PF,22,WSB,34,0,5.8,0.5,1.4,.348,0.0,0.0,,0.5,1.4,.348,.348,0.2,0.6,.300,0.7,1.0,1.7,0.1,0.2,0.3,0.5,0.8,1.1,PF,22,WSB,34,197,6.0,.347,.000,.435,15.1,19.3,17.2,1.4,2.1,4.2,24.7,16.6,,-0.6,0.3,-0.2,-0.052,,-8.6,0.5,-8.1,-0.3
3548,1997,John Wallace,SF,22,NYK,68,6,11.6,1.8,3.5,.517,0.0,0.1,.500,1.8,3.4,.517,.521,1.2,1.6,.718,0.8,1.5,2.3,0.5,0.3,0.4,1.1,1.5,4.8,SF,22,NYK,68,787,13.0,.571,.017,.466,8.1,15.3,11.8,8.2,1.4,2.6,21.1,21.1,,0.1,1.4,1.6,.095,,-3.5,1.1,-2.4,-0.1
3549,1997,Rasheed Wallace,PF,22,POR,62,56,30.5,6.1,11.0,.558,0.1,0.5,.273,6.0,10.5,.573,.565,2.7,4.3,.638,2.0,4.8,6.8,1.2,0.8,1.0,1.8,3.2,15.1,PF,22,POR,62,1892,18.4,.588,.048,.389,7.9,18.1,13.1,7.1,1.3,2.4,12.5,21.7,,3.5,2.9,6.4,.163,,0.3,0.7,1.0,1.5
3550,1997,Rex Walters,SG,26,PHI,59,16,17.6,2.5,5.5,.455,1.0,2.5,.385,1.5,3.0,.514,.543,0.8,1.1,.790,0.4,1.5,1.8,1.9,0.5,0.1,1.0,1.3,6.8,SG,26,PHI,59,1041,13.0,.571,.455,.191,2.1,9.2,5.6,17.6,1.4,0.2,14.8,16.8,,1.5,0.1,1.6,.073,,0.2,-3.2,-2.9,-0.2
3551,1997,Charlie Ward,PG,26,NYK,79,21,22.3,1.7,4.3,.395,0.6,1.9,.312,1.1,2.3,.464,.466,1.2,1.6,.760,0.6,2.2,2.8,4.1,1.1,0.2,1.9,2.4,5.2,PG,26,NYK,79,1763,11.1,.522,.457,.371,3.2,11.5,7.5,28.4,2.5,0.7,27.3,14.1,,0.6,3.1,3.6,.099,,-1.3,1.4,0.1,0.9
3552,1997,Jamie Watson,SF,24,TOT,23,6,14.8,1.3,3.1,.431,0.2,0.5,.333,1.2,2.6,.450,.458,0.5,0.7,.750,0.8,1.3,2.0,1.4,1.0,0.2,1.0,1.5,3.4,SF,24,TOT,23,340,10.4,.493,.167,.222,6.3,10.1,8.3,15.2,3.5,1.0,23.3,14.0,,-0.1,0.4,0.3,.046,,-2.4,1.8,-0.6,0.1
3553,1997,Clarence Weatherspoon,SF,26,PHI,82,82,36.0,4.9,9.9,.491,0.0,0.1,.167,4.8,9.8,.493,.491,2.5,3.4,.738,2.7,5.6,8.3,1.7,0.9,1.0,1.7,2.3,12.2,SF,26,PHI,82,2949,14.2,.537,.007,.344,7.9,17.4,12.5,7.6,1.3,2.1,12.8,15.3,,3.4,1.6,5.0,.081,,-1.1,0.4,-0.7,1.0
3554,1997,Chris Webber,PF,23,WSB,72,72,39.0,8.4,16.2,.518,0.8,2.1,.397,7.6,14.1,.535,.543,2.5,4.3,.565,3.3,7.0,10.3,4.6,1.7,1.9,3.2,3.6,20.1,PF,23,WSB,72,2806,21.8,.554,.129,.268,10.1,20.8,15.5,19.9,2.3,3.7,15.0,24.6,,4.3,5.0,9.3,.159,,2.9,3.7,6.6,6.1
3555,1997,Bill Wennington,C,33,CHI,61,19,12.8,1.9,3.9,.498,0.0,0.0,.000,1.9,3.9,.502,.498,0.7,0.9,.830,0.8,1.4,2.1,0.7,0.2,0.2,0.5,2.2,4.6,C,33,CHI,61,783,11.2,.538,.008,.224,6.7,11.8,9.3,7.7,0.7,1.1,10.6,16.6,,1.1,0.9,2.0,.124,,-1.9,-0.9,-2.8,-0.2
3556,1997,Robert Werdann,C,26,NJN,6,0,5.2,0.5,1.2,.429,0.0,0.0,,0.5,1.2,.429,.429,0.5,0.5,1.000,0.5,0.5,1.0,0.0,0.3,0.2,0.3,1.7,1.5,C,26,NJN,6,31,8.7,.541,.000,.429,9.9,11.1,10.5,0.0,3.4,2.4,19.4,14.2,,0.0,0.0,0.0,.077,,-4.7,-1.5,-6.2,0.0
3557,1997,David Wesley,PG,26,BOS,74,73,40.4,6.2,13.2,.468,1.4,3.9,.360,4.8,9.3,.513,.521,3.0,3.9,.781,0.9,2.7,3.6,7.3,2.2,0.2,2.9,3.0,16.8,PG,26,BOS,74,2991,16.5,.563,.294,.296,2.4,8.2,5.1,29.1,2.7,0.3,16.1,18.8,,5.0,1.1,6.1,.097,,2.4,-1.5,0.9,2.2
3558,1997,Doug West,SG,29,MIN,68,66,28.2,3.3,7.1,.467,0.2,0.7,.333,3.1,6.5,.481,.482,0.9,1.4,.681,0.5,1.6,2.2,1.7,0.9,0.4,1.0,3.2,7.8,SG,29,MIN,68,1920,8.5,.505,.093,.194,2.3,6.8,4.6,9.4,1.7,0.9,11.2,14.1,,0.5,1.2,1.7,.042,,-2.3,-0.4,-2.7,-0.4
3559,1997,Mark West,C,36,CLE,70,43,13.7,1.4,2.6,.556,0.0,0.0,,1.4,2.6,.556,.556,0.4,0.8,.482,1.0,1.7,2.7,0.3,0.2,0.8,0.7,2.0,3.2,C,36,CLE,70,959,9.9,.555,.000,.311,9.2,16.1,12.6,3.4,0.7,5.2,20.3,13.4,,0.1,1.5,1.6,.081,,-4.7,2.1,-2.6,-0.2
3560,1997,Ennis Whatley,PG,34,POR,3,0,7.3,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.3,1.7,1.3,PG,34,POR,3,22,5.1,.500,.000,.000,0.0,15.7,8.1,20.5,0.0,0.0,20.0,10.2,,0.0,0.0,0.0,.063,,-4.9,-1.3,-6.2,0.0
3561,1997,Donald Whiteside,PG,27,TOR,27,1,9.6,0.7,2.0,.327,0.4,1.3,.333,0.2,0.7,.316,.436,0.4,0.6,.733,0.1,0.4,0.4,1.3,0.4,0.0,0.6,0.9,2.2,PG,27,TOR,27,259,7.6,.479,.655,.273,0.9,4.7,2.7,21.0,2.3,0.0,21.6,13.6,,0.0,0.1,0.1,.020,,-3.2,-3.5,-6.7,-0.3
3562,1997,Chris Whitney,PG,25,WSB,82,1,13.6,1.7,4.0,.421,0.7,2.0,.356,1.0,2.0,.485,.509,1.1,1.4,.832,0.2,1.1,1.3,2.2,0.6,0.0,0.8,1.2,5.2,PG,25,WSB,82,1117,15.2,.566,.494,.342,1.4,9.4,5.4,23.8,2.3,0.3,15.2,18.0,,2.0,1.2,3.2,.137,,1.0,-1.7,-0.7,0.4
3563,1997,Dominique Wilkins,SF,37,SAS,63,26,30.9,6.3,15.1,.417,1.1,3.8,.293,5.2,11.3,.458,.453,4.5,5.6,.803,2.7,3.7,6.4,1.9,0.6,0.5,2.1,1.6,18.2,SF,37,SAS,63,1945,19.6,.517,.251,.367,10.1,14.9,12.4,11.9,1.1,1.3,10.9,29.7,,3.1,0.3,3.4,.083,,2.2,-2.8,-0.6,0.7
3564,1997,Gerald Wilkins,SG,33,ORL,80,26,27.5,4.0,9.5,.426,0.8,2.5,.325,3.2,7.0,.462,.469,1.7,2.4,.716,0.7,1.4,2.2,2.2,0.7,0.2,1.5,1.8,10.6,SG,33,ORL,80,2202,11.2,.503,.267,.250,3.1,6.2,4.6,13.8,1.3,0.4,12.7,20.2,,0.9,1.2,2.1,.046,,-1.3,-1.8,-3.1,-0.6
3565,1997,Aaron Williams,PF-C,25,TOT,33,1,17.1,2.6,4.5,.574,0.0,0.0,.000,2.6,4.5,.578,.574,1.0,1.5,.673,1.9,2.5,4.3,0.5,0.5,0.9,1.0,2.2,6.2,PF-C,25,TOT,33,563,16.4,.599,.007,.331,12.6,16.9,14.7,4.7,1.5,3.9,15.9,16.6,,0.7,0.4,1.1,.098,,-1.7,-0.4,-2.0,0.0
3566,1997,Buck Williams,PF,36,NYK,74,4,20.2,2.4,4.4,.537,0.0,0.0,.000,2.4,4.4,.538,.537,1.6,2.4,.642,2.2,3.1,5.4,0.7,0.5,0.5,1.1,2.8,6.3,PF,36,NYK,74,1496,13.9,.574,.003,.549,13.8,17.9,15.9,5.8,1.4,2.1,16.3,14.9,,2.1,2.8,4.8,.155,,-0.9,1.9,1.0,1.1
3567,1997,Eric Williams,SG,24,BOS,72,67,33.8,5.2,11.4,.456,0.0,0.1,.250,5.2,11.3,.458,.457,4.6,6.1,.752,1.8,2.8,4.6,1.8,1.0,0.2,1.9,3.0,15.0,SG,24,BOS,72,2435,13.3,.533,.010,.532,5.5,10.4,7.8,8.6,1.5,0.4,12.1,20.3,,2.5,0.3,2.9,.056,,-1.3,-1.9,-3.2,-0.7
3568,1997,Herb Williams,PF,38,NYK,21,2,8.8,0.9,2.2,.391,0.0,0.0,.000,0.9,2.1,.400,.391,0.1,0.2,.750,0.4,1.0,1.5,0.2,0.2,0.2,0.2,0.9,1.9,PF,38,NYK,21,184,7.0,.408,.022,.087,6.1,13.9,10.1,4.3,1.2,2.2,9.5,13.2,,-0.1,0.3,0.2,.051,,-5.7,1.1,-4.6,-0.1
3569,1997,Hot Rod Williams,C,34,PHO,68,66,31.4,3.0,6.1,.490,0.0,0.0,.000,3.0,6.1,.493,.490,2.0,2.9,.672,2.6,5.6,8.3,1.5,1.0,1.3,1.0,2.6,8.0,C,34,PHO,68,2137,13.8,.538,.005,.476,9.8,20.8,15.4,6.7,1.6,3.1,11.6,12.0,,2.8,2.5,5.3,.119,,-0.8,2.9,2.1,2.2
3570,1997,Jayson Williams,PF,28,NJN,41,40,34.9,5.4,13.2,.409,0.0,0.1,.000,5.4,13.1,.412,.409,2.6,4.5,.590,5.9,7.6,13.5,1.2,0.6,0.9,2.0,3.9,13.4,PF,28,NJN,41,1432,15.0,.443,.007,.339,17.3,25.0,20.9,5.9,0.9,1.9,11.7,20.9,,0.4,1.3,1.7,.057,,-2.1,-0.9,-3.0,-0.4
3571,1997,Jerome Williams,PF,23,DET,33,0,5.4,0.6,1.5,.392,0.0,0.0,,0.6,1.5,.392,.392,0.3,0.5,.529,0.7,0.8,1.5,0.2,0.4,0.0,0.4,0.5,1.5,PF,23,DET,33,177,12.6,.419,.000,.333,15.8,19.3,17.6,6.6,4.2,0.5,18.2,20.0,,-0.2,0.4,0.2,.049,,-4.3,1.4,-2.9,0.0
3572,1997,Lorenzo Williams,C,27,WSB,19,0,13.9,1.1,1.6,.645,0.0,0.0,,1.1,1.6,.645,.645,0.3,0.4,.714,1.5,2.2,3.6,0.2,0.3,0.4,0.9,2.6,2.4,C,27,WSB,19,264,8.0,.660,.000,.226,12.6,17.9,15.3,2.1,1.2,2.3,34.6,8.9,,0.1,0.3,0.4,.074,,-3.2,0.6,-2.6,0.0
3573,1997,Monty Williams,SF,25,SAS,65,26,20.7,3.6,7.1,.509,0.0,0.0,.000,3.6,7.1,.510,.509,1.8,2.9,.645,1.5,1.7,3.2,1.4,0.8,0.8,1.8,2.5,9.0,SF,25,SAS,65,1345,15.6,.543,.002,.404,8.4,10.0,9.2,12.5,2.2,3.1,17.6,22.8,,0.6,0.6,1.2,.042,,-1.1,0.1,-1.0,0.3
3574,1997,Reggie Williams,SF,32,TOT,13,0,15.4,2.2,5.8,.382,0.7,2.6,.265,1.5,3.2,.476,.441,0.7,0.9,.750,0.4,2.0,2.4,0.8,0.6,0.3,0.9,2.5,5.8,SF,32,TOT,13,200,9.2,.468,.447,.158,2.6,15.0,8.6,8.2,2.1,1.5,12.9,20.1,,-0.1,0.2,0.1,.024,,-2.9,-1.3,-4.2,-0.1
3575,1997,Scott Williams,C,28,PHI,62,52,21.2,2.6,5.1,.509,0.0,0.0,.000,2.6,5.1,.513,.509,0.6,0.9,.691,2.5,3.9,6.4,0.7,0.7,0.7,0.8,3.3,5.8,C,28,PHI,62,1317,13.2,.529,.006,.173,12.5,20.5,16.4,4.9,1.7,2.2,12.7,12.6,,1.5,1.1,2.6,.094,,-1.7,0.1,-1.6,0.1
3576,1997,Walt Williams,SF,26,TOR,73,73,36.3,5.7,13.5,.427,2.4,6.0,.400,3.3,7.5,.448,.516,2.5,3.3,.765,1.4,3.6,5.0,2.7,1.3,0.8,2.4,3.9,16.4,SF,26,TOR,73,2647,14.9,.551,.445,.247,4.4,12.0,8.1,13.0,1.9,1.9,13.8,21.4,,3.3,2.1,5.4,.098,,1.6,-0.4,1.2,2.1
3577,1997,Corliss Williamson,SF,23,SAC,79,31,25.2,4.7,9.4,.498,0.0,0.0,.000,4.7,9.4,.500,.498,2.2,3.2,.689,1.8,2.4,4.1,1.6,0.8,0.6,2.0,3.3,11.6,SF,23,SAC,79,1992,14.3,.535,.004,.337,8.1,11.1,9.5,10.9,1.6,1.9,15.5,22.8,,1.2,1.5,2.7,.064,,-1.4,-0.5,-1.9,0.0
3578,1997,Kevin Willis,PF,34,HOU,75,32,26.2,4.7,9.7,.481,0.0,0.2,.143,4.6,9.5,.487,.482,1.9,2.7,.693,1.9,5.5,7.5,0.9,0.6,0.4,1.6,2.9,11.2,PF,34,HOU,75,1964,14.3,.515,.019,.277,9.1,23.3,16.6,6.2,1.1,1.2,12.7,21.7,,0.8,3.0,3.8,.093,,-3.6,-0.2,-3.8,-0.9
3579,1997,David Wingate,SG,33,SEA,65,2,14.3,1.4,3.3,.416,0.4,1.1,.352,1.0,2.2,.448,.474,0.5,0.6,.825,0.4,0.8,1.1,1.2,0.7,0.1,0.6,1.7,3.6,SG,33,SEA,65,929,9.3,.509,.332,.187,3.0,6.6,4.8,13.0,2.5,0.5,13.8,13.2,,0.6,1.1,1.7,.087,,-1.7,-0.2,-2.0,0.0
3580,1997,Dontonio Wingfield,SF,22,POR,47,0,12.1,1.7,4.1,.409,0.6,1.6,.338,1.1,2.5,.457,.477,0.6,0.9,.675,1.3,1.6,2.9,1.0,0.3,0.1,1.0,2.1,4.5,SF,22,POR,47,569,11.6,.501,.399,.207,13.5,15.0,14.3,12.8,1.3,0.8,18.9,20.5,,0.2,0.7,0.9,.079,,-0.2,-0.4,-0.6,0.2
3581,1997,Joe Wolf,C,32,MIL,56,7,9.4,0.7,1.6,.449,0.0,0.1,.143,0.7,1.5,.476,.455,0.3,0.3,.737,0.6,1.4,2.0,0.4,0.3,0.2,0.3,1.9,1.7,C,32,MIL,56,525,7.9,.488,.079,.213,7.5,18.6,13.1,5.6,1.4,1.6,12.6,9.8,,0.3,0.5,0.8,.073,,-3.0,0.6,-2.5,-0.1
